celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm
Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,0.654476952,0.654476952,0.654476952,0,1.810714921,0.995893206,1.810714921,0,0.71265473,1.523595478,0.71265473,0,1.410220481,0.490511472,1.410220481,0,0.995702602,0.995702602,0.995702602,0,0.824106755,2.100143021,1.462124888,0,0.151584766,0.788240781,0.788240781,0,0.875762124,-0.649758995,1.384269164,0,0.18057878,1.083472678,0.18057878,0,0.832046027,0.832046027,0.832046027,0,,,,
Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,-0.369921756,-0.369921756,-0.369921756,0,-0.633750222,-0.633750222,-0.633750222,0,-0.098286019,-0.098286019,-0.098286019,0,-1.348906547,-1.348906547,-1.348906547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,0.654476952,-0.369921756,-0.369921756,0,0.181071492,-0.633750222,0.181071492,0,-0.098286019,-0.098286019,-0.098286019,0,-1.348906547,-0.429197538,-0.429197538,0,0.204997594,0.204997594,0.204997594,0,-0.451929511,0.186088622,-0.451929511,0,-0.48507125,-0.48507125,-0.48507125,0,-1.666773075,-1.666773075,-1.666773075,0,0,0,0,0,0,0,0,0,,,,
Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,-0.094702745,-0.094702745,-0.094702745,0,-1.342070318,-1.342070318,-0.375779689,0,-1.368832503,-2.161314479,-2.161314479,0,-2.013995972,-2.013995972,-2.013995972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,-0.094702745,0.757621958,-0.094702745,0,0.59051094,-0.375779689,0.59051094,0,1.008613423,1.008613423,1.008613423,0,-0.953998092,-0.953998092,-0.953998092,0,0.366679399,0.366679399,0.366679399,0,0.372774024,1.366749736,0.372774024,0,0.501859434,0.501859434,0.501859434,0,-0.184637236,-0.184637236,-0.184637236,0,0,0,0,0,0,0,0,0,0,0,0,0
Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,0.757621958,0.757621958,0.757621958,0,0.59051094,1.556801569,0.59051094,0,0.216131448,1.008613423,0.216131448,0,1.165997668,1.165997668,1.165997668,0,-0.870863572,0.366679399,0.366679399,0,1.035358234,1.035358234,1.035358234,0,-0.42465029,-0.42465029,-0.42465029,0,-1.477097892,-0.184637236,-1.477097892,0,0.862043657,0.287347886,0.862043657,0,0,0,0,0,0,0,0,0
Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,-0.094702745,-0.094702745,-0.094702745,0,0.59051094,0.59051094,0.59051094,0,0.216131448,0.216131448,0.216131448,0,0.105999788,0.105999788,0.105999788,0,-2.108406543,-2.108406543,-0.870863572,0,-0.289909583,-0.289909583,-0.289909583,0,-0.42465029,-1.351160014,-0.42465029,0,-0.184637236,1.107823419,-0.184637236,0,0.287347886,0.287347886,0.287347886,0,-0.858897501,-0.858897501,-0.858897501,-0.286299167,0,0,0,0
Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,0.757621958,0.757621958,0.757621958,0,1.556801569,0.59051094,1.556801569,0,1.008613423,0.216131448,1.008613423,0,1.165997668,1.165997668,1.165997668,0,0.366679399,0.366679399,1.60422237,0,-0.289909583,-1.283885294,-0.289909583,0,1.428369157,0.501859434,1.428369157,0,1.107823419,1.107823419,1.107823419,0,0.862043657,0.862043657,1.436739428,0,0.858897501,0.286299167,0.858897501,0.858897501,0.476944717,0.476944717,0.476944717,0
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,1.609946661,1.609946661,1.609946661,0,0.59051094,0.59051094,0.59051094,0,0.216131448,0.216131448,0.216131448,0,1.165997668,1.165997668,1.165997668,0,0.366679399,-2.108406543,1.60422237,0,1.698041841,-0.289909583,1.698041841,0,1.428369157,1.428369157,0.501859434,0,-0.184637236,-0.184637236,1.107823419,0,-0.287347886,-0.287347886,-0.287347886,0,1.431495836,1.431495836,0.858897501,1.431495836,1.240202799,1.240202799,1.240202799,0
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,-0.947027448,-1.79935215,-0.947027448,0,-1.342070318,-1.342070318,-1.342070318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,-0.947027448,-0.947027448,-0.947027448,0,-0.375779689,-0.375779689,-0.375779689,0,0.216131448,0.216131448,0.216131448,0,-0.953998092,-0.953998092,-0.953998092,0,-0.870863572,-0.870863572,-0.870863572,0,-1.283885294,-1.283885294,-2.277861006,0,-1.351160014,-2.277669738,-1.351160014,0,-1.477097892,-1.477097892,-1.477097892,0,-2.011435199,-2.011435199,-2.011435199,0,-1.431495836,-1.431495836,-1.431495836,-1.431495836,-1.659930635,-0.973053312,-1.659930635,0
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,Eliminated Week 5,9,-0.094702745,-0.094702745,0.757621958,0,1.556801569,0.59051094,0.59051094,0,1.008613423,0.216131448,1.008613423,0,0.105999788,0.105999788,0.105999788,0,0.366679399,1.60422237,0.366679399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,Eliminated Week 7,8,0.757621958,0.757621958,-0.094702745,0,-1.342070318,-0.375779689,-0.375779689,0,1.008613423,0.216131448,0.216131448,0,0.105999788,0.105999788,0.105999788,0,0.366679399,0.366679399,0.366679399,0,0.372774024,0.372774024,0.372774024,0,-0.42465029,-0.42465029,-0.42465029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3rd Place,3,0.757621958,0.757621958,-0.094702745,0,0.59051094,0.59051094,0.59051094,0,-0.576350528,-0.576350528,0.216131448,0,0.105999788,0.105999788,0.105999788,0,0.366679399,0.366679399,0.366679399,0,-0.95259319,0.041382522,-0.95259319,0,1.428369157,-0.42465029,0.501859434,0,1.107823419,1.107823419,1.107823419,0,0.287347886,0.287347886,0.287347886,0,0.286299167,-0.286299167,0.286299167,0.286299167,-0.286175989,-0.286175989,-0.286175989,0
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,Eliminated Week 3,11,-1.79935215,-2.651676853,-1.79935215,0,-1.342070318,-2.308360947,-1.342070318,0,-1.368832503,-2.161314479,-2.161314479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,Withdrew,10,-2.12861394,-2.12861394,-2.12861394,0,-2.362686988,-2.362686988,-2.362686988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,Eliminated Week 8,6,0.674926371,0.674926371,0.674926371,0,0.598148605,0.598148605,0.598148605,0,0.480822369,0.480822369,0.480822369,0.480822369,-0.301511345,-0.301511345,-0.301511345,-0.301511345,1.199269366,0.06311944,1.199269366,1.199269366,0.244136538,0.244136538,0.244136538,0.244136538,-0.054635836,0.710265874,-0.819537547,-0.054635836,0.911322377,-0.650944555,-0.650944555,0.911322377,0,0,0,0,0,0,0,0,,,,
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,Eliminated Week 10,4,-0.259587066,-0.259587066,-0.259587066,0,1.585093802,0.598148605,0.598148605,0,0.480822369,0.480822369,0.480822369,0.480822369,0.904534034,-0.301511345,0.904534034,0.904534034,1.199269366,1.199269366,1.199269366,1.199269366,0.244136538,0.244136538,-1.057924996,0.244136538,-0.819537547,0.710265874,-1.584439258,-0.054635836,-2.213211487,-0.650944555,0.911322377,-0.650944555,-0.120385853,-0.120385853,-0.120385853,-0.120385853,-0.10175175,-0.10175175,0.814380456,0,,,,
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3rd Place,3,1.609439808,0.674926371,0.674926371,0,-0.388796593,-0.388796593,-0.388796593,0,-0.85068573,-0.85068573,-0.85068573,-0.85068573,-1.507556723,-1.507556723,-1.507556723,-1.507556723,-1.073030485,0.06311944,0.06311944,0.06311944,-1.057924996,-1.057924996,-1.057924996,-1.057924996,-0.054635836,0.710265874,-0.054635836,0.710265874,-0.650944555,-0.650944555,-0.650944555,-0.650944555,-2.528102915,-0.120385853,-0.120385853,-2.528102915,-1.628760912,-1.628760912,-1.628760912,0,,,,
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,Eliminated Week 2,11,-0.259587066,-1.194100503,-0.259587066,0,-0.388796593,-0.388796593,-0.388796593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,-1.194100503,-1.194100503,-1.194100503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,1.609439808,1.609439808,1.609439808,0,1.585093802,-0.388796593,1.585093802,0,0.480822369,0.480822369,0.480822369,0.480822369,-1.507556723,-0.301511345,0.904534034,0.904534034,0.06311944,1.199269366,0.06311944,0.06311944,0.244136538,0.244136538,0.244136538,0.244136538,-0.819537547,1.475167585,-1.584439258,-0.054635836,0.911322377,0.911322377,0.911322377,0.911322377,-0.120385853,-0.120385853,-0.120385853,-0.120385853,0,0,0,0,,,,
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,0.674926371,0.674926371,0.674926371,0,0.598148605,0.598148605,0.598148605,0,0.480822369,0.480822369,0.480822369,0.480822369,0.904534034,-0.301511345,-0.301511345,0.904534034,0.06311944,0.06311944,1.199269366,0.06311944,0.244136538,1.546198072,0.244136538,1.546198072,0.710265874,0.710265874,-0.054635836,0.710265874,0.911322377,0.911322377,0.911322377,0.911322377,-0.120385853,-0.120385853,1.083472678,1.083472678,0.814380456,0.203503501,0.814380456,0,,,,
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,0.674926371,0.674926371,0.674926371,0,0.598148605,1.585093802,0.598148605,0,1.812330468,0.480822369,1.812330468,1.812330468,2.110579412,0.904534034,2.110579412,2.110579412,0.06311944,0.06311944,0.06311944,0.06311944,1.546198072,1.546198072,1.546198072,1.546198072,1.475167585,1.475167585,-0.054635836,1.475167585,-0.650944555,-0.650944555,-2.213211487,0.911322377,1.083472678,1.083472678,1.083472678,1.083472678,0.814380456,0.814380456,0.814380456,0,,,,
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,-0.259587066,-0.259587066,-0.259587066,0,-0.388796593,-0.388796593,-0.388796593,0,-2.182193828,-2.182193828,-0.85068573,-0.85068573,-0.301511345,-0.301511345,0.904534034,-0.301511345,-2.209180411,-2.209180411,-2.209180411,-2.209180411,-1.057924996,0.244136538,-2.35998653,-1.057924996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,-0.259587066,-0.259587066,0.674926371,0,-0.388796593,-0.388796593,0.598148605,0,0.480822369,-0.85068573,0.480822369,0.480822369,-0.301511345,-1.507556723,-0.301511345,-0.301511345,0.06311944,-1.073030485,-1.073030485,0.06311944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,-0.259587066,-0.259587066,-0.259587066,0,-0.388796593,-0.388796593,-0.388796593,0,-0.85068573,-2.182193828,-0.85068573,-0.85068573,-0.301511345,-0.301511345,-0.301511345,-0.301511345,0.06311944,0.06311944,0.06311944,0.06311944,-1.057924996,0.244136538,-1.057924996,-1.057924996,-1.584439258,-0.054635836,-2.349340968,-0.819537547,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,-0.975384133,-0.975384133,-0.975384133,-0.130051218,0.562073743,-0.664268969,0.562073743,0.562073743,-0.868764723,-0.868764723,-0.868764723,-0.019305883,-0.707106781,-0.707106781,-0.707106781,0,0.471404521,-0.942809042,-0.23570226,-0.23570226,-1.166676306,-1.166676306,-1.166676306,-1.166676306,-1.3971505,-0.749196645,-0.749196645,-0.749196645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,0.715281698,-0.130051218,-0.130051218,0.715281698,-0.664268969,-0.664268969,0.562073743,0.562073743,-0.019305883,-0.019305883,-0.019305883,-0.019305883,-1.414213562,-1.414213562,-1.414213562,-1.414213562,-0.942809042,-0.942809042,-0.942809042,-0.942809042,-0.142277598,-0.142277598,-0.142277598,-0.142277598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,0.715281698,0.715281698,0.715281698,0.715281698,1.788416456,0.562073743,1.788416456,1.788416456,-0.868764723,-0.019305883,-0.019305883,-0.019305883,1.414213562,1.414213562,1.414213562,0.707106781,1.178511302,0.471404521,0.471404521,1.178511302,-0.142277598,-0.142277598,-0.142277598,-0.142277598,0.546711065,0.546711065,1.19466492,1.19466492,-0.527504379,-0.527504379,-0.527504379,-0.527504379,-0.470360434,0.094072087,-0.470360434,0.094072087,0,0,0,0,0,0,0,0
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,-0.130051218,-0.130051218,-0.130051218,0.715281698,1.788416456,0.562073743,0.562073743,1.788416456,1.679611797,1.679611797,1.679611797,1.679611797,0.707106781,0.707106781,0.707106781,0.707106781,0.471404521,0.471404521,0.471404521,1.178511302,-0.142277598,-1.166676306,0.882121109,0.882121109,0.546711065,-0.10124279,0.546711065,0.546711065,1.164905503,1.164905503,1.164905503,1.164905503,0.658504608,0.658504608,1.222937129,0.658504608,0.507092553,0.507092553,1.183215957,1.183215957,-0.492857482,1.083908112,-0.492857482,-0.492857482
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,1.560614613,1.560614613,1.560614613,1.560614613,0.562073743,0.562073743,0.562073743,0.562073743,-0.019305883,-0.019305883,-0.019305883,-0.019305883,1.414213562,1.414213562,1.414213562,1.414213562,0.471404521,1.178511302,1.178511302,0.471404521,1.906519817,1.906519817,0.882121109,1.906519817,0.546711065,0.546711065,0.546711065,0.546711065,1.164905503,0.549483728,0.549483728,1.164905503,0.658504608,0.658504608,0.658504608,1.222937129,0.507092553,-0.169030851,0.507092553,0.507092553,1.083908112,1.083908112,1.083908112,1.083908112
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,-0.975384133,-0.975384133,-1.820717049,-1.820717049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,0.715281698,-0.130051218,0.715281698,0.715281698,-0.664268969,-0.664268969,-0.664268969,-0.664268969,-0.868764723,-0.868764723,-1.718223562,-1.718223562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,-0.130051218,-0.975384133,-0.130051218,-0.130051218,-0.664268969,-0.664268969,-0.664268969,-0.664268969,-0.019305883,1.679611797,-0.019305883,-0.019305883,-0.707106781,-0.707106781,-0.707106781,-0.707106781,-0.942809042,-0.942809042,-1.649915823,-0.942809042,-1.166676306,-1.166676306,-1.166676306,-1.166676306,-0.749196645,-0.749196645,-0.749196645,-0.749196645,-1.296781598,-0.681359823,-0.681359823,-1.296781598,-2.163657997,-1.599225476,-2.163657997,-2.163657997,-1.521277659,-2.197401062,-1.521277659,-2.197401062,0,0,0,0
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,-1.820717049,-1.820717049,-1.820717049,-1.820717049,-0.664268969,-0.664268969,-0.664268969,-0.664268969,-0.868764723,0.830152957,-1.718223562,-0.868764723,0,-0.707106781,-0.707106781,-0.707106781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,-0.130051218,-0.975384133,-0.975384133,-0.975384133,-1.890611682,-1.890611682,-1.890611682,-1.890611682,-0.868764723,-0.868764723,-0.868764723,-0.868764723,-1.414213562,-1.414213562,-1.414213562,-0.707106781,-1.649915823,-1.649915823,-1.649915823,-1.649915823,-0.142277598,-1.166676306,-0.142277598,-1.166676306,-1.3971505,-1.3971505,-1.3971505,-1.3971505,-1.758347929,-1.142926154,-1.758347929,-1.758347929,0,0,0,0,0,0,0,0,0,0,0,0
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,-0.130051218,-0.130051218,0.715281698,-0.130051218,-0.664268969,-0.664268969,-0.664268969,-0.664268969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,0.715281698,0.715281698,0.715281698,0.715281698,0.562073743,1.788416456,0.562073743,0.562073743,1.679611797,1.679611797,1.679611797,1.679611797,0,0,0,0.707106781,0.471404521,0.471404521,0.471404521,0.471404521,0.882121109,0.882121109,0.882121109,0.882121109,1.842618776,1.19466492,1.842618776,1.842618776,0.549483728,0.549483728,0.549483728,1.164905503,0.094072087,0.658504608,0.658504608,0.094072087,0.507092553,0.507092553,0.507092553,0.507092553,-1.280767343,-1.280767343,-1.280767343,-1.280767343
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,0.715281698,0.715281698,1.560614613,1.560614613,0.562073743,-0.664268969,0.562073743,0.562073743,-0.019305883,-0.019305883,-0.019305883,-0.019305883,0.707106781,1.414213562,0.707106781,0.707106781,1.178511302,1.178511302,1.178511302,1.178511302,0.882121109,1.906519817,-0.142277598,-0.142277598,-0.749196645,-0.749196645,-0.10124279,-0.10124279,0.087917396,0.087917396,0.703339172,0.703339172,0.094072087,0.658504608,0.094072087,0.094072087,-0.169030851,0.507092553,0.507092553,-0.169030851,1.083908112,-0.492857482,1.083908112,-0.492857482
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,-0.709475655,-0.709475655,-0.709475655,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-0.934903424,-0.934903424,-0.095398309,-1.119763354,-1.119763354,-1.119763354,-1.119763354,-0.607609576,-0.607609576,-0.607609576,-0.607609576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,-0.709475655,-0.709475655,-0.709475655,0.425685393,0.860930862,0.860930862,0.860930862,0.860930862,0.744106807,0.744106807,0.744106807,0.744106807,1.866272257,0.870927053,1.866272257,1.866272257,0.098001545,0.098001545,0.803612665,0.803612665,1.190800752,-0.623752775,0.283523989,1.190800752,0.420341666,0.420341666,0.420341666,1.401138888,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,1.56084644,0.425685393,1.56084644,1.56084644,0.860930862,0.860930862,0.860930862,0.860930862,1.583611922,-0.095398309,1.583611922,1.583611922,-0.12441815,-0.12441815,0.870927053,0.870927053,1.509223786,0.803612665,0.803612665,1.509223786,2.098077515,-0.623752775,1.190800752,2.098077515,-0.070056944,0.910740277,-0.070056944,-0.070056944,1.189826153,0.187867287,1.189826153,1.189826153,0.774596669,0.774596669,0.774596669,0.774596669,0.707106781,0.707106781,0.707106781,0.707106781,,,,
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,1.56084644,1.56084644,1.56084644,1.56084644,0.860930862,0.860930862,0.860930862,0.860930862,0.744106807,1.583611922,0.744106807,0.744106807,0.870927053,-0.12441815,0.870927053,0.870927053,1.509223786,0.803612665,1.509223786,1.509223786,0.283523989,-0.623752775,-0.623752775,1.190800752,-0.560455555,0.420341666,0.420341666,0.420341666,1.189826153,1.189826153,1.189826153,1.189826153,0.774596669,-1.290994449,-1.290994449,0.774596669,0.707106781,0.707106781,0.707106781,0.707106781,,,,
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,0.425685393,0.425685393,1.56084644,1.56084644,1.977814142,0.860930862,0.860930862,1.977814142,1.583611922,0.744106807,1.583611922,0.744106807,0.870927053,-0.12441815,0.870927053,1.866272257,0.803612665,0.803612665,1.509223786,1.509223786,1.190800752,-0.623752775,0.283523989,1.190800752,1.646338194,0.665540972,0.665540972,1.646338194,0.68884672,0.68884672,0.68884672,0.68884672,0.774596669,0.774596669,0.774596669,0.774596669,0,0,0,0,,,,
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,-0.709475655,-0.709475655,0.425685393,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-0.934903424,-0.934903424,-0.934903424,-1.119763354,-1.119763354,-0.12441815,-0.12441815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,0.425685393,0.425685393,0.425685393,0.425685393,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.095398309,-0.095398309,0.744106807,-0.095398309,-0.12441815,0.870927053,-0.12441815,0.870927053,-1.313220697,-1.313220697,-1.313220697,-1.313220697,-0.623752775,-1.531029538,-0.623752775,-0.623752775,-2.031651388,-1.050854166,-1.050854166,-1.050854166,-1.315071011,-1.315071011,-0.313112146,-1.315071011,0,0,0,0,0,0,0,0,,,,
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,-0.709475655,-1.844636702,-1.844636702,-0.709475655,-0.255952418,-1.372835699,-0.255952418,-1.372835699,-0.934903424,-1.774408539,-1.774408539,-0.934903424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,0.425685393,-0.709475655,-0.709475655,0.425685393,-0.255952418,-1.372835699,-0.255952418,-0.255952418,-0.095398309,-0.095398309,0.744106807,0.744106807,-0.12441815,-0.12441815,-0.12441815,-0.12441815,-0.607609576,-0.607609576,-0.607609576,-0.607609576,-0.623752775,-1.531029538,-0.623752775,0.283523989,1.401138888,-0.560455555,0.420341666,0.420341666,-0.814091578,-1.315071011,-0.814091578,-0.814091578,-1.290994449,-1.290994449,-1.290994449,-1.290994449,-1.414213562,-1.414213562,-1.414213562,-1.414213562,,,,
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,-0.709475655,-1.844636702,-1.844636702,-0.709475655,0.860930862,-0.255952418,0.860930862,0.860930862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,0.425685393,-0.709475655,-0.709475655,-0.709475655,-0.255952418,-0.255952418,-0.255952418,-0.255952418,-0.934903424,-1.774408539,-1.774408539,-0.934903424,-0.12441815,-1.119763354,-1.119763354,-0.12441815,-0.607609576,-1.313220697,-0.607609576,-0.607609576,0.283523989,-1.531029538,-0.623752775,-0.623752775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,0.425685393,-0.709475655,-0.709475655,0.425685393,-2.489718979,-1.372835699,-2.489718979,-2.489718979,-0.095398309,-0.095398309,-0.095398309,-0.095398309,-1.119763354,-2.115108558,-1.119763354,-1.119763354,-0.607609576,-1.313220697,-0.607609576,-0.607609576,0.283523989,-1.531029538,0.283523989,0.283523989,-1.050854166,-2.031651388,-1.050854166,-1.050854166,-0.814091578,-1.315071011,-0.313112146,-0.814091578,0,0,0,0,0,0,0,0,,,,
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,-0.964170668,-0.964170668,-0.964170668,0,-1.434248197,-1.434248197,-1.434248197,0,-1.333771858,-0.512989176,-1.333771858,-1.333771858,-2.147317529,-1.398253274,-2.147317529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,0.403198643,0.403198643,1.086883298,0,0.563454649,0.563454649,1.06288036,0,1.128576187,1.128576187,1.128576187,1.128576187,-0.64918902,-0.64918902,-0.64918902,0,1.310464128,1.310464128,1.310464128,1.310464128,-0.485551326,-1.184745236,-1.184745236,-0.485551326,-0.593390829,0.830747161,-0.593390829,0,0.43397552,-0.578724044,-0.578724044,0,1.224426384,1.224426384,1.224426384,0,0,0,0,0,0,0,0,0
