celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm,avg_judge_score,std_judge_score,min_judge_score,max_judge_score,score_range,score_trend,score_improvement,avg_judge_disagreement,max_judge_disagreement,performance_consistency,n_weeks_with_scores,total_judge_scores,score_trend_r2
Kel Mitchell,Witney Carson,Actor/Actress,Illinois,United States,41,28,2nd Place,2,0.507253165,-0.453858095,-0.453858095,0,0.822178602,-0.074743509,0.822178602,0,0.294883912,-0.442325868,0.294883912,0,0.803614375,0.803614375,0.803614375,0.803614375,1.12450706,0.040160966,1.12450706,0,0.811107106,-0.648885685,0.811107106,0,0.127000127,0.127000127,0.127000127,0,0.342578705,0.342578705,1.062037152,0,0.262915241,0.262915241,0.683579627,0.683579627,0.707106781,0.707106781,0.707106781,0,1,-1,1,0,0.426744536,0.538435061,-1,1.12450706,2.12450706,0.029668397,0.466821008,0.311322629,1.333333333,0.305467381,11,35,0.103765064
Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,-0.453858095,-0.453858095,-0.453858095,0,-0.971665621,-0.971665621,-0.971665621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.712761858,0.283614862,-0.971665621,-0.453858095,0.517807526,-0.517807526,-0.517807526,0,0,0.366145213,2,6,1
Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,-0.453858095,-2.376080615,-2.376080615,0,-1.868587732,-1.868587732,-1.868587732,0,-1.91674543,-1.91674543,-1.91674543,0,-1.734115231,-0.042295493,-2.5800251,-2.5800251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.807575364,0.755029543,-2.5800251,-0.042295493,2.537729607,-0.004448407,0.001224544,0.665693371,1.431127013,0.093282875,4,13,0.003790128
Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,0.507253165,0.507253165,0.507253165,0,-0.074743509,-0.074743509,-0.074743509,0,0.294883912,1.032093693,1.032093693,0,-0.042295493,0.803614375,0.803614375,0.803614375,0.040160966,0.040160966,0.040160966,0,0.811107106,0.811107106,0.811107106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451523795,0.411647598,-0.074743509,1.032093693,1.106837202,0.047707513,0.303853941,0.060008383,0.18115942,0.376855891,6,19,0.056090715
Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,-1.414969355,-1.414969355,-1.414969355,0,-0.074743509,-0.971665621,-0.971665621,0,-1.179535649,-1.179535649,-1.179535649,0,-1.734115231,-0.888205362,-1.734115231,-1.734115231,-1.044185128,-2.128531222,-2.128531222,0,-2.108878475,-2.108878475,-2.108878475,0,-2.159002159,-2.159002159,-2.159002159,0,-1.575929191,-1.575929191,-2.295387638,0,-1.840406687,-2.261071073,-1.840406687,-2.261071073,0,0,0,0,0,0,0,0,-1.643007994,0.54485755,-2.295387638,-0.074743509,2.220644129,-0.141957052,-0.635769525,0.118945457,0.391935484,0.489458284,9,29,0.630875756
Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,0.507253165,-0.453858095,0.507253165,0,-0.971665621,-0.971665621,-0.971665621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.392391438,0.725144773,-0.971665621,0.507253165,1.478918786,-1.158548366,-1.158548366,0.153955809,0.307911618,0.819217406,2,6,1
Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,1.468364425,0.507253165,0.507253165,0,-0.074743509,-0.074743509,0.822178602,0,-0.442325868,0.294883912,0.294883912,0,0.803614375,0.803614375,0.803614375,0.803614375,0.040160966,-1.044185128,0.040160966,0,0.811107106,-0.648885685,0.811107106,0,0.889000889,0.889000889,0.889000889,0,-0.856470744,-0.856470744,-0.856470744,0,0.262915241,0.262915241,-0.157749145,-0.157749145,-0.353553391,-0.353553391,-0.353553391,0,-1,-1,-1,0,0.079262559,0.708264649,-1.044185128,1.468364425,2.512549553,-0.123171164,-1.827623585,0.17442504,0.710526317,0.648568561,11,35,0.396733607
Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,-0.453858095,-0.453858095,0.507253165,0,0.822178602,-0.074743509,0.822178602,0,1.032093693,1.032093693,1.032093693,0,0.803614375,0.803614375,0.803614375,0.803614375,1.12450706,1.12450706,1.12450706,0,-0.648885685,0.811107106,-0.648885685,0,0.889000889,0.889000889,0.889000889,0,0.582446151,0.582446151,0.582446151,0,1.104244012,1.104244012,1.104244012,1.104244012,1.767766953,0.707106781,1.767766953,0,1,1,1,0,0.755448686,0.572423367,-0.648885685,1.767766953,2.416652638,0.079728025,1.133487675,0.151054033,0.710526317,0.506253805,11,35,0.272821186
Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,0.507253165,-0.453858095,0.507253165,0,0.822178602,-0.971665621,0.822178602,0,-1.179535649,-1.179535649,-0.442325868,0,-0.042295493,-0.042295493,-0.042295493,-0.042295493,-1.044185128,-1.044185128,-1.044185128,0,0.811107106,-0.648885685,-0.648885685,0,0.127000127,-0.635000635,-0.635000635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.295430005,0.678777524,-1.179535649,0.822178602,2.001714251,-0.092390691,-0.567883126,0.352253063,1.072625699,0.509730114,7,22,0.153314287
Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,1.468364425,1.468364425,0.507253165,0,1.719100713,1.719100713,1.719100713,0,0.294883912,0.294883912,0.294883912,0,0.803614375,0.803614375,0.803614375,0.803614375,1.12450706,-1.044185128,1.12450706,0,-0.648885685,-0.648885685,-0.648885685,0,0.127000127,0.889000889,0.127000127,0,1.062037152,0.342578705,1.062037152,0,0.262915241,-0.157749145,0.262915241,0.262915241,-0.353553391,-0.353553391,-0.353553391,0,1,-1,-1,0,0.40395874,0.809023263,-1.044185128,1.719100713,2.763285841,-0.146291455,-1.481327338,0.329028642,1.567741935,0.701182495,11,35,0.478815804
Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,0.211288564,0.211288564,0.211288564,0,-0.089802651,-0.089802651,-0.089802651,0,-1.451399601,-1.451399601,-1.451399601,0,-1.005141422,-1.005141422,-1.005141422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.583763777,0.70190459,-1.451399601,0.211288564,1.662688165,-0.501088691,-1.216429986,2.89E-34,1.16E-33,0.775984721,4,12,0.694978888
Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,0.211288564,0.211288564,0.211288564,0,1.257237114,1.257237114,-0.089802651,0,0.265749223,-0.592825189,0.265749223,0,-1.005141422,-1.005141422,-1.005141422,0,-0.959354278,-1.946118679,-1.946118679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.324653692,0.990707338,-1.946118679,1.257237114,3.203355793,-0.547033683,-1.828485776,0.235024676,0.604838709,0.97428468,5,15,0.788127349
Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,-1.690308509,-0.739509973,-1.690308509,0,-0.089802651,-0.089802651,-0.089802651,0,0.265749223,0.265749223,1.124323635,0,-1.005141422,0.394876987,-1.005141422,0,-1.946118679,-1.946118679,-0.959354278,0,-0.124034735,-0.124034735,-0.124034735,0,0.422577127,0.422577127,-0.845154255,0,-0.377940475,-0.377940475,-0.377940475,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.446109833,0.811121871,-1.946118679,1.124323635,3.070442314,0.051314342,0.995435189,0.257586094,0.653350515,0.724100505,8,24,0.030132216
Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,1.1620871,1.1620871,1.1620871,0,-1.436842416,-1.436842416,-1.436842416,0,-0.592825189,-0.592825189,-0.592825189,0,3.194913806,1.794895397,1.794895397,0,0.027410122,0.027410122,0.027410122,0,-2.170607855,-2.170607855,-2.170607855,0,0.422577127,0.422577127,0.422577127,0,-0.881995496,0.629867194,-0.881995496,0,0.599720275,0.599720275,0.599720275,0,-0.577350269,-0.577350269,-0.577350269,0,0,0,0,0,-0.068230417,1.266470331,-2.170607855,3.194913806,5.365521661,-0.048727691,-1.739437369,0.141526011,0.761909598,1.271976381,10,30,0.013452562
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,1.1620871,1.1620871,1.1620871,0,1.257237114,1.257237114,1.257237114,0,0.265749223,-0.592825189,-0.592825189,0,0.394876987,0.394876987,0.394876987,0,0.027410122,0.027410122,0.027410122,0,0.899251826,0.899251826,0.899251826,0,0.422577127,0.422577127,-0.845154255,0,0.629867194,0.629867194,0.629867194,0,-0.659767871,-0.659767871,-0.659767871,0,-0.577350269,1.154700538,-0.577350269,0,0.577350269,0.577350269,0.577350269,0,0.36197082,0.677922666,-0.845154255,1.257237114,2.102391369,-0.077904225,-0.584736831,0.161948269,0.999999999,0.609471645,11,33,0.179724672
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,-1.690308509,-1.690308509,-1.690308509,0,-1.436842416,-1.436842416,-1.436842416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.563575463,0.138829097,-1.690308509,-1.436842416,0.253466093,0.253466093,0.253466093,0,0,0.179227593,2,6,1
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,-0.739509973,0.211288564,0.211288564,0,-0.089802651,-0.089802651,-0.089802651,0,1.124323635,0.265749223,0.265749223,0,0.394876987,-1.005141422,-1.005141422,0,-0.959354278,-0.959354278,-0.959354278,0,-1.147321295,-1.147321295,-1.147321295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.381441739,0.700143244,-1.147321295,1.124323635,2.27164493,-0.25449855,-1.041677013,0.200067746,0.653350515,0.628893027,6,18,0.57317219
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,0.211288564,0.211288564,0.211288564,0,-0.089802651,-0.089802651,-0.089802651,0,1.124323635,1.124323635,1.124323635,0,0.394876987,0.394876987,0.394876987,0,2.000938923,2.000938923,1.014174523,0,-1.147321295,-0.124034735,-1.147321295,0,0.422577127,0.422577127,0.422577127,0,1.133922215,1.133922215,1.133922215,0,1.019633623,1.019633623,1.019633623,0,-0.577350269,-0.577350269,-0.577350269,0,0,0,0,0,0.450526091,0.799248678,-1.147321295,2.000938923,3.148260218,-0.010174821,-0.788638833,0.067360645,0.349038461,0.79763405,10,30,0.001491618
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,1.1620871,1.1620871,0.211288564,0,1.257237114,1.257237114,1.257237114,0,1.124323635,1.124323635,1.124323635,0,0.394876987,0.394876987,0.394876987,0,0.027410122,1.014174523,1.014174523,0,0.899251826,0.899251826,-0.124034735,0,1.690308509,1.690308509,1.690308509,0,1.133922215,1.133922215,1.133922215,0,0.599720275,0.599720275,0.599720275,0,1.154700538,1.154700538,1.154700538,0,0.577350269,0.577350269,0.577350269,0,0.911000287,0.45271609,-0.124034735,1.690308509,1.814343244,-0.007634822,-0.267803986,0.088631431,0.349038462,0.391942511,11,33,0.004173936
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,0.211288564,0.211288564,0.211288564,0,1.257237114,-0.089802651,-0.089802651,0,0.265749223,0.265749223,0.265749223,0,0.394876987,0.394876987,0.394876987,0,0.027410122,0.027410122,0.027410122,0,0.899251826,0.899251826,0.899251826,0,0.422577127,-0.845154255,0.422577127,0,-0.377940475,-0.377940475,-0.377940475,0,-1.919256018,-0.659767871,-0.659767871,0,0,0,0,0,0,0,0,0,0.077805511,0.642387266,-1.919256018,1.257237114,3.176493132,-0.123368669,-1.290885817,0.185480347,0.604838709,0.554923048,9,27,0.37068541
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,-0.739509973,-0.739509973,0.211288564,0,-0.089802651,-0.089802651,-0.089802651,0,-0.592825189,-0.592825189,-0.592825189,0,-1.005141422,-1.005141422,-1.005141422,0,0.027410122,0.027410122,0.027410122,0,-0.124034735,-0.124034735,-0.124034735,0,0.422577127,0.422577127,0.422577127,0,-1.889803165,-1.889803165,-1.889803165,0,-1.49934267,-1.49934267,-1.49934267,0,-0.577350269,-2.309401077,-0.577350269,0,-1.732050808,-1.732050808,-1.732050808,0,-0.732753732,0.801784917,-2.309401077,0.422577127,2.731978204,-0.135460626,-1.309473681,0.118303571,1,0.773925301,11,33,0.336992902
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,0.211288564,1.1620871,1.1620871,0,1.257237114,2.604276879,1.257237114,0,1.124323635,0.265749223,1.124323635,0,1.794895397,0.394876987,0.394876987,0,1.014174523,1.014174523,1.014174523,0,0.899251826,0.899251826,0.899251826,0,-2.112885637,0.422577127,-0.845154255,0,-0.377940475,1.133922215,-0.377940475,0,1.019633623,1.019633623,1.019633623,0,1.154700538,1.154700538,1.154700538,0,0.577350269,0.577350269,0.577350269,0,0.745186987,0.811163688,-2.112885637,2.604276879,4.717162516,-0.057555598,-0.267803986,0.379481604,1.607142857,0.650819321,11,33,0.08602941
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,-1.690308509,-1.690308509,-2.641107046,0,-0.089802651,-1.436842416,-1.436842416,0,-1.451399601,-2.309974013,-3.168548425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.768348176,0.877893169,-3.168548425,-0.089802651,3.078745774,-0.151366329,-0.302732658,0.547776005,0.737150021,0.692689841,3,9,0.04775083
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,0.211288564,1.1620871,0.211288564,0,-1.436842416,-0.089802651,-1.436842416,0,0.265749223,0.265749223,0.265749223,0,0.394876987,0.394876987,0.394876987,0,1.014174523,1.014174523,0.027410122,0,0.899251826,0.899251826,0.899251826,0,-2.112885637,-0.845154255,-2.112885637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013602119,1.009437094,-2.112885637,1.1620871,3.274972737,-0.087925855,-2.218529919,0.252351468,0.604838709,0.967423393,7,21,0.038548441
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,0.211288564,0.211288564,0.211288564,0,-0.089802651,-0.089802651,-0.089802651,0,0.265749223,0.265749223,1.124323635,0,-1.005141422,-1.005141422,-1.005141422,0,0.027410122,0.027410122,0.027410122,0,-0.124034735,-0.124034735,0.899251826,0,-0.845154255,0.422577127,-0.845154255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072831577,0.588720034,-1.005141422,1.124323635,2.129465057,-0.064728599,-0.633865692,0.161495632,0.535714286,0.509405248,7,21,0.075348111
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,-2.042914971,-3.015731623,-3.015731623,-3.015731623,-2.228133944,-3.150120404,-2.228133944,-2.228133944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-2.61557901,0.469709026,-3.150120404,-2.042914971,1.107205433,0.313896901,0.313896901,0.224553909,0.23659306,0.221958627,2,8,1
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,-0.097281665,-0.097281665,-0.097281665,-0.097281665,-0.384161025,-1.306147485,-0.384161025,-0.384161025,-0.127000127,-1.460501461,-1.460501461,0,-1.813816824,-2.410769196,-1.216864451,-1.813816824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.876735171,0.793335411,-2.410769196,-0.097281665,2.313487531,-0.555094885,-1.716535159,0.260706196,0.592741936,0.724211376,4,15,0.979157411
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,0.875534987,-0.097281665,0.875534987,-0.097281665,0.537825435,-0.384161025,0.537825435,0.537825435,1.206501207,-0.127000127,1.206501207,0,1.170945038,1.767897411,1.170945038,1.170945038,0.301511345,0.301511345,0.301511345,0.301511345,-1.571428571,-0.142857143,-1.571428571,-0.142857143,0.462250164,0.462250164,0.462250164,0.462250164,0.92717265,0.92717265,0.92717265,0.92717265,-1.784435632,0.162221421,-0.811107106,-0.811107106,0,0,0,0,,,,,0.298379815,0.836315265,-1.784435632,1.767897411,3.552333043,-0.095303846,-1.200233767,0.280183688,0.680272108,0.72923645,9,35,0.128098894
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,-0.097281665,-0.097281665,-0.097281665,-0.097281665,-1.306147485,-1.306147485,-0.384161025,-0.384161025,-0.127000127,-1.460501461,-0.127000127,0,-1.216864451,-1.813816824,-0.619912079,-0.619912079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.650316722,0.603914275,-1.813816824,-0.097281665,1.716535159,-0.26373804,-0.970344693,0.300687768,0.592741936,0.417960004,4,15,0.663628224
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,-0.097281665,-0.097281665,-0.097281665,-0.097281665,0.537825435,-1.306147485,0.537825435,0.537825435,-0.127000127,-0.127000127,1.206501207,0,0.573992666,-0.619912079,0.573992666,-0.022959707,-0.904534034,-0.904534034,-0.904534034,-0.904534034,-0.142857143,-1.571428571,-0.142857143,-1.571428571,-1.201850425,-1.201850425,-1.201850425,-1.201850425,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.388084911,0.762257045,-1.571428571,1.206501207,2.777929778,-0.228703241,-1.10456876,0.349961314,0.850059032,0.606580421,7,27,0.663398743
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,0.875534987,0.875534987,0.875534987,0.875534987,0.537825435,0.537825435,0.537825435,0.537825435,-0.127000127,-0.127000127,-0.127000127,0,0.573992666,-0.022959707,1.170945038,0.573992666,0.301511345,0.301511345,0.301511345,0.301511345,-0.142857143,-0.142857143,-0.142857143,-0.142857143,-0.924500327,-0.924500327,-0.924500327,0.184900065,0.92717265,0.92717265,0.92717265,0.92717265,1.135549948,-0.811107106,0.162221421,-0.811107106,0,0,0,0,,,,,0.257105018,0.620776623,-0.924500327,1.170945038,2.095445365,-0.073594853,-0.956645698,0.157075717,0.868421053,0.530470225,9,35,0.144355761
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,0.875534987,-2.042914971,-1.070098318,-1.070098318,0.537825435,-0.384161025,-0.384161025,-0.384161025,-0.127000127,-1.460501461,-1.460501461,0,0.573992666,-1.813816824,0.573992666,-0.022959707,-2.110579412,-2.110579412,-2.110579412,-2.110579412,1.285714286,1.285714286,1.285714286,1.285714286,0.462250164,-1.756550621,-0.647150229,-0.647150229,-0.662266179,-1.721892064,-0.662266179,-0.662266179,0.162221421,-0.811107106,1.135549948,-0.811107106,0.774596669,0.774596669,0.774596669,0.774596669,,,,,-0.371329146,1.132020347,-2.110579412,1.285714286,3.396293698,0.105071949,1.601490824,0.555024352,1.498422713,0.958051925,10,39,0.110257189
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,-0.097281665,-0.097281665,-0.097281665,-0.097281665,-0.384161025,-0.384161025,-0.384161025,-0.384161025,-1.460501461,-1.460501461,-1.460501461,0,-0.619912079,-1.813816824,-0.619912079,-0.619912079,-0.904534034,-0.904534034,-0.904534034,-0.904534034,-0.142857143,-0.142857143,-0.142857143,-0.142857143,-0.647150229,-0.647150229,0.462250164,0.462250164,0.397359707,0.397359707,-0.662266179,-0.662266179,-0.811107106,-0.811107106,-1.784435632,-0.811107106,-1.290994449,-1.290994449,-1.290994449,-1.290994449,,,,,-0.626967711,0.602114274,-1.813816824,0.462250164,2.276066988,-0.033670484,-1.193712784,0.137771966,0.410256411,0.535434166,10,39,0.036249164
Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,0.875534987,0.875534987,-0.097281665,0.875534987,0.537825435,0.537825435,1.459811895,1.459811895,-0.127000127,-0.127000127,1.206501207,0,-0.022959707,-0.022959707,0.573992666,0.573992666,0.301511345,0.301511345,0.301511345,0.301511345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.515011064,0.506721474,-0.127000127,1.459811895,1.586812022,-0.138494114,-0.330819479,0.24629441,0.592741936,0.311968096,5,19,0.49269968
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,-0.097281665,-1.070098318,-0.097281665,-1.070098318,0.537825435,-0.384161025,0.537825435,0.537825435,-1.460501461,-1.460501461,1.206501207,0,0.573992666,-0.619912079,0.573992666,-0.022959707,-0.904534034,-0.904534034,0.301511345,0.301511345,1.285714286,-0.142857143,1.285714286,-0.142857143,-0.092450033,-0.092450033,1.01695036,1.01695036,-1.721892064,-1.721892064,-1.721892064,-1.721892064,0,0,0,0,0,0,0,0,,,,,-0.202378437,0.964893705,-1.721892064,1.285714286,3.00760635,-0.049902501,-1.138202073,0.600121631,2.370967744,0.756652349,8,31,0.026097752
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,0.875534987,-0.097281665,-0.097281665,-0.097281665,0.537825435,-0.384161025,0.537825435,0.537825435,1.206501207,1.206501207,1.206501207,0,-0.022959707,1.170945038,1.170945038,1.170945038,0.301511345,0.301511345,0.301511345,0.301511345,-0.142857143,-0.142857143,-0.142857143,-0.142857143,2.126350752,-0.092450033,2.126350752,2.126350752,-0.662266179,-0.662266179,-0.662266179,-0.662266179,0,0,0,0,0,0,0,0,,,,,0.425630278,0.825578784,-0.662266179,2.126350752,2.788616931,-0.047080293,-0.808188677,0.254528648,1.230769231,0.730201214,8,31,0.024942758
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,1.84835164,0.875534987,0.875534987,0.875534987,1.459811895,1.459811895,0.537825435,1.459811895,1.206501207,1.206501207,1.206501207,0,0.573992666,0.573992666,1.170945038,1.170945038,1.507556723,1.507556723,1.507556723,1.507556723,1.285714286,1.285714286,1.285714286,1.285714286,1.01695036,-0.092450033,1.01695036,1.01695036,0.92717265,-0.132453236,0.92717265,0.92717265,1.135549948,1.135549948,1.135549948,1.135549948,0.774596669,0.774596669,0.774596669,0.774596669,,,,,1.049300847,0.403764676,-0.132453236,1.84835164,1.980804876,-0.043001594,-0.344142481,0.115628593,0.307692308,0.276396509,10,39,0.221878611
Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,-0.097281665,0.875534987,-0.097281665,-0.097281665,-0.384161025,-0.384161025,-0.384161025,-0.384161025,-0.127000127,-0.127000127,-0.127000127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.12126859,0.356635917,-0.384161025,0.875534987,1.259696012,-0.136461313,-0.272922625,0.078864353,0.23659306,0.265080814,3,11,0.265010143
Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,0.875534987,-0.097281665,-0.097281665,0.875534987,-0.384161025,-0.384161025,-0.384161025,-0.384161025,-0.127000127,-0.127000127,-0.127000127,0,-1.216864451,-1.216864451,-0.022959707,-0.619912079,0.301511345,0.301511345,0.301511345,0.301511345,-1.571428571,-1.571428571,-1.571428571,-1.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.370322062,0.757510761,-1.571428571,0.875534987,2.446963558,-0.239654546,-1.960555232,0.107018923,0.326656123,0.73329715,6,23,0.373834511
Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,0.875534987,0.875534987,0.875534987,0.875534987,1.459811895,1.459811895,1.459811895,1.459811895,1.206501207,1.206501207,1.206501207,0,0.573992666,0.573992666,0.573992666,0.573992666,1.507556723,1.507556723,0.301511345,1.507556723,-0.142857143,-0.142857143,1.285714286,1.285714286,-0.924500327,-0.924500327,-0.924500327,0.184900065,0.92717265,0.92717265,0.92717265,0.92717265,0.162221421,1.135549948,1.135549948,1.135549948,-1.290994449,0.774596669,-1.290994449,0.774596669,,,,,0.667254436,0.805120636,-1.290994449,1.507556723,2.798551172,-0.120433041,-1.133733877,0.301066511,1.422222222,0.664242534,10,39,0.301334863
Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,-0.856170674,-1.739959756,-1.739959756,-0.856170674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.298065215,0.510255864,-1.739959756,-0.856170674,0.883789082,0,0,0.260361047,0.260361047,0,1,4,0
Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,0.027618409,-0.856170674,-0.856170674,-0.856170674,-2.157039404,-1.001482581,-2.157039404,-2.157039404,-1.308204556,-1.308204556,-1.308204556,-1.308204556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.270526053,0.649197478,-2.157039404,0.027618409,2.184657813,-0.336490576,-0.672981153,0.176366226,0.333827893,0.617326391,3,12,0.297109217
